"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"MODULE_83","MODULE_83","MODULE_83",304,-0.622707578764118,-2.43590704484658,1e-10,2.5773e-06,2.34957894736842e-06,6704,"tags=75%, list=30%, signal=53%","ENSDARG00000098443/ENSDARG00000026908/ENSDARG00000092115/ENSDARG00000099226/ENSDARG00000003032/ENSDARG00000104018/ENSDARG00000046106/ENSDARG00000099039/ENSDARG00000099380/ENSDARG00000006900/ENSDARG00000045132/ENSDARG00000043848/ENSDARG00000056119/ENSDARG00000036164/ENSDARG00000089637/ENSDARG00000090697/ENSDARG00000038900/ENSDARG00000021257/ENSDARG00000070686/ENSDARG00000014171/ENSDARG00000029252/ENSDARG00000041921/ENSDARG00000030441/ENSDARG00000013931/ENSDARG00000035256/ENSDARG00000007708/ENSDARG00000041619/ENSDARG00000002710/ENSDARG00000053979/ENSDARG00000076568/ENSDARG00000057484/ENSDARG00000104031/ENSDARG00000017772/ENSDARG00000099766/ENSDARG00000003599/ENSDARG00000017445/ENSDARG00000051783/ENSDARG00000055080/ENSDARG00000019181/ENSDARG00000045297/ENSDARG00000092693/ENSDARG00000034470/ENSDARG00000102978/ENSDARG00000039424/ENSDARG00000040440/ENSDARG00000025073/ENSDARG00000075768/ENSDARG00000016173/ENSDARG00000061124/ENSDARG00000055064/ENSDARG00000035692/ENSDARG00000035699/ENSDARG00000101560/ENSDARG00000041991/ENSDARG00000033655/ENSDARG00000040881/ENSDARG00000031954/ENSDARG00000019033/ENSDARG00000012915/ENSDARG00000058451/ENSDARG00000039350/ENSDARG00000022438/ENSDARG00000016889/ENSDARG00000017439/ENSDARG00000068264/ENSDARG00000005791/ENSDARG00000115266/ENSDARG00000075730/ENSDARG00000007065/ENSDARG00000057026/ENSDARG00000044540/ENSDARG00000009285/ENSDARG00000007760/ENSDARG00000013307/ENSDARG00000004757/ENSDARG00000042905/ENSDARG00000043509/ENSDARG00000039347/ENSDARG00000098574/ENSDARG00000006691/ENSDARG00000019230/ENSDARG00000019644/ENSDARG00000100060/ENSDARG00000078500/ENSDARG00000007320/ENSDARG00000036116/ENSDARG00000057556/ENSDARG00000092798/ENSDARG00000032725/ENSDARG00000014867/ENSDARG00000102317/ENSDARG00000103824/ENSDARG00000099301/ENSDARG00000077777/ENSDARG00000101057/ENSDARG00000007405/ENSDARG00000014569/ENSDARG00000054818/ENSDARG00000037350/ENSDARG00000053365/ENSDARG00000006316/ENSDARG00000098671/ENSDARG00000035679/ENSDARG00000025147/ENSDARG00000104149/ENSDARG00000019339/ENSDARG00000028614/ENSDARG00000036675/ENSDARG00000042252/ENSDARG00000012688/ENSDARG00000103007/ENSDARG00000011020/ENSDARG00000013804/ENSDARG00000039913/ENSDARG00000020197/ENSDARG00000086618/ENSDARG00000041226/ENSDARG00000004169/ENSDARG00000020101/ENSDARG00000034897/ENSDARG00000040121/ENSDARG00000055996/ENSDARG00000020454/ENSDARG00000088091/ENSDARG00000039887/ENSDARG00000018002/ENSDARG00000040439/ENSDARG00000071573/ENSDARG00000002168/ENSDARG00000021864/ENSDARG00000058734/ENSDARG00000053058/ENSDARG00000006413/ENSDARG00000102105/ENSDARG00000029533/ENSDARG00000030479/ENSDARG00000115987/ENSDARG00000013044/ENSDARG00000041232/ENSDARG00000054696/ENSDARG00000003846/ENSDARG00000037962/ENSDARG00000011125/ENSDARG00000054807/ENSDARG00000103433/ENSDARG00000041811/ENSDARG00000077533/ENSDARG00000070674/ENSDARG00000099104/ENSDARG00000077291/ENSDARG00000021838/ENSDARG00000010160/ENSDARG00000014915/ENSDARG00000044093/ENSDARG00000041435/ENSDARG00000025326/ENSDARG00000025581/ENSDARG00000053457/ENSDARG00000053446/ENSDARG00000059128/ENSDARG00000023298/ENSDARG00000104940/ENSDARG00000011201/ENSDARG00000036386/ENSDARG00000056127/ENSDARG00000001788/ENSDARG00000015128/ENSDARG00000011405/ENSDARG00000104643/ENSDARG00000045928/ENSDARG00000045487/ENSDARG00000052840/ENSDARG00000058454/ENSDARG00000009447/ENSDARG00000099667/ENSDARG00000057882/ENSDARG00000018334/ENSDARG00000046157/ENSDARG00000052371/ENSDARG00000100392/ENSDARG00000036875/ENSDARG00000042851/ENSDARG00000015978/ENSDARG00000099420/ENSDARG00000087456/ENSDARG00000013938/ENSDARG00000045359/ENSDARG00000030602/ENSDARG00000088030/ENSDARG00000025850/ENSDARG00000036298/ENSDARG00000078113/ENSDARG00000077717/ENSDARG00000006290/ENSDARG00000058105/ENSDARG00000009640/ENSDARG00000038066/ENSDARG00000038577/ENSDARG00000034291/ENSDARG00000041600/ENSDARG00000070849/ENSDARG00000092873/ENSDARG00000035860/ENSDARG00000036329/ENSDARG00000011146/ENSDARG00000033175/ENSDARG00000029500/ENSDARG00000053217/ENSDARG00000053685/ENSDARG00000017728/ENSDARG00000115557/ENSDARG00000104537/ENSDARG00000029064/ENSDARG00000041065/ENSDARG00000045230/ENSDARG00000054574/ENSDARG00000100513/ENSDARG00000033789/ENSDARG00000086753/ENSDARG00000019417/ENSDARG00000069850/ENSDARG00000086881/ENSDARG00000015628/ENSDARG00000088390/ENSDARG00000035400/ENSDARG00000006838/ENSDARG00000025375/ENSDARG00000071051"
"MODULE_114","MODULE_114","MODULE_114",324,-0.593233088788085,-2.32262175717652,2.02557513904134e-09,2.01174742275296e-05,1.83399658244017e-05,6704,"tags=68%, list=30%, signal=48%","ENSDARG00000098443/ENSDARG00000092115/ENSDARG00000020311/ENSDARG00000092553/ENSDARG00000003032/ENSDARG00000043154/ENSDARG00000104018/ENSDARG00000046106/ENSDARG00000099039/ENSDARG00000099380/ENSDARG00000006900/ENSDARG00000045132/ENSDARG00000043848/ENSDARG00000056119/ENSDARG00000089637/ENSDARG00000090697/ENSDARG00000038900/ENSDARG00000027063/ENSDARG00000014171/ENSDARG00000041921/ENSDARG00000030441/ENSDARG00000013931/ENSDARG00000077776/ENSDARG00000035256/ENSDARG00000007708/ENSDARG00000041619/ENSDARG00000052082/ENSDARG00000002710/ENSDARG00000053979/ENSDARG00000076568/ENSDARG00000057484/ENSDARG00000054155/ENSDARG00000104031/ENSDARG00000017772/ENSDARG00000017445/ENSDARG00000051783/ENSDARG00000019181/ENSDARG00000045297/ENSDARG00000092693/ENSDARG00000070083/ENSDARG00000034470/ENSDARG00000039424/ENSDARG00000040440/ENSDARG00000007745/ENSDARG00000030241/ENSDARG00000075989/ENSDARG00000057789/ENSDARG00000009871/ENSDARG00000025073/ENSDARG00000075768/ENSDARG00000016173/ENSDARG00000008494/ENSDARG00000035692/ENSDARG00000041991/ENSDARG00000033655/ENSDARG00000090268/ENSDARG00000031954/ENSDARG00000019033/ENSDARG00000012915/ENSDARG00000058451/ENSDARG00000039350/ENSDARG00000069013/ENSDARG00000017775/ENSDARG00000016889/ENSDARG00000017439/ENSDARG00000068264/ENSDARG00000005251/ENSDARG00000005791/ENSDARG00000115266/ENSDARG00000007065/ENSDARG00000003444/ENSDARG00000044540/ENSDARG00000009285/ENSDARG00000007760/ENSDARG00000093006/ENSDARG00000013307/ENSDARG00000042905/ENSDARG00000069471/ENSDARG00000043509/ENSDARG00000019572/ENSDARG00000039347/ENSDARG00000006691/ENSDARG00000019230/ENSDARG00000100060/ENSDARG00000007320/ENSDARG00000036116/ENSDARG00000057556/ENSDARG00000092798/ENSDARG00000032725/ENSDARG00000014867/ENSDARG00000102317/ENSDARG00000103824/ENSDARG00000099301/ENSDARG00000077777/ENSDARG00000103118/ENSDARG00000056307/ENSDARG00000101057/ENSDARG00000007405/ENSDARG00000054818/ENSDARG00000037350/ENSDARG00000053365/ENSDARG00000006316/ENSDARG00000098671/ENSDARG00000035679/ENSDARG00000025147/ENSDARG00000019339/ENSDARG00000012688/ENSDARG00000103007/ENSDARG00000013804/ENSDARG00000039913/ENSDARG00000041226/ENSDARG00000004169/ENSDARG00000034897/ENSDARG00000040121/ENSDARG00000025554/ENSDARG00000020454/ENSDARG00000088091/ENSDARG00000018002/ENSDARG00000040439/ENSDARG00000071573/ENSDARG00000002168/ENSDARG00000021864/ENSDARG00000058734/ENSDARG00000053058/ENSDARG00000006413/ENSDARG00000102105/ENSDARG00000029533/ENSDARG00000013044/ENSDARG00000013966/ENSDARG00000054696/ENSDARG00000003846/ENSDARG00000037962/ENSDARG00000103432/ENSDARG00000011125/ENSDARG00000103433/ENSDARG00000041811/ENSDARG00000077533/ENSDARG00000070674/ENSDARG00000099104/ENSDARG00000077291/ENSDARG00000021838/ENSDARG00000010160/ENSDARG00000076836/ENSDARG00000014915/ENSDARG00000044093/ENSDARG00000041435/ENSDARG00000004427/ENSDARG00000025326/ENSDARG00000025581/ENSDARG00000053457/ENSDARG00000059128/ENSDARG00000023298/ENSDARG00000104940/ENSDARG00000016855/ENSDARG00000011201/ENSDARG00000001788/ENSDARG00000015128/ENSDARG00000011405/ENSDARG00000045928/ENSDARG00000045487/ENSDARG00000052840/ENSDARG00000058454/ENSDARG00000100116/ENSDARG00000009447/ENSDARG00000099667/ENSDARG00000057882/ENSDARG00000018334/ENSDARG00000052371/ENSDARG00000042851/ENSDARG00000015978/ENSDARG00000099420/ENSDARG00000027750/ENSDARG00000087456/ENSDARG00000045359/ENSDARG00000030602/ENSDARG00000088030/ENSDARG00000025850/ENSDARG00000014313/ENSDARG00000036298/ENSDARG00000078113/ENSDARG00000077717/ENSDARG00000038030/ENSDARG00000006290/ENSDARG00000027200/ENSDARG00000058105/ENSDARG00000009640/ENSDARG00000059816/ENSDARG00000038577/ENSDARG00000018146/ENSDARG00000092873/ENSDARG00000077850/ENSDARG00000017299/ENSDARG00000035860/ENSDARG00000019398/ENSDARG00000036329/ENSDARG00000011146/ENSDARG00000033175/ENSDARG00000029500/ENSDARG00000089663/ENSDARG00000077069/ENSDARG00000053217/ENSDARG00000053685/ENSDARG00000017728/ENSDARG00000115557/ENSDARG00000104537/ENSDARG00000029064/ENSDARG00000041065/ENSDARG00000018283/ENSDARG00000045230/ENSDARG00000037867/ENSDARG00000068858/ENSDARG00000054574/ENSDARG00000100513/ENSDARG00000033789/ENSDARG00000019417/ENSDARG00000015628/ENSDARG00000088390/ENSDARG00000035400/ENSDARG00000056108/ENSDARG00000071051"
"MODULE_151","MODULE_151","MODULE_151",305,-0.589828849683191,-2.29948210219423,2.3416917969421e-09,2.01174742275296e-05,1.83399658244017e-05,6704,"tags=72%, list=30%, signal=51%","ENSDARG00000004687/ENSDARG00000029011/ENSDARG00000009250/ENSDARG00000008243/ENSDARG00000069100/ENSDARG00000043453/ENSDARG00000010710/ENSDARG00000014690/ENSDARG00000033440/ENSDARG00000098443/ENSDARG00000095897/ENSDARG00000020311/ENSDARG00000092553/ENSDARG00000043154/ENSDARG00000104018/ENSDARG00000046106/ENSDARG00000044753/ENSDARG00000099039/ENSDARG00000099380/ENSDARG00000006900/ENSDARG00000045132/ENSDARG00000043848/ENSDARG00000056119/ENSDARG00000089637/ENSDARG00000090697/ENSDARG00000038900/ENSDARG00000027063/ENSDARG00000014171/ENSDARG00000041921/ENSDARG00000030441/ENSDARG00000013931/ENSDARG00000077776/ENSDARG00000035256/ENSDARG00000007708/ENSDARG00000041619/ENSDARG00000052082/ENSDARG00000002710/ENSDARG00000053979/ENSDARG00000076568/ENSDARG00000057484/ENSDARG00000054155/ENSDARG00000104031/ENSDARG00000017772/ENSDARG00000017445/ENSDARG00000051783/ENSDARG00000019181/ENSDARG00000045297/ENSDARG00000070083/ENSDARG00000039424/ENSDARG00000040440/ENSDARG00000007745/ENSDARG00000030241/ENSDARG00000075989/ENSDARG00000057789/ENSDARG00000009871/ENSDARG00000025073/ENSDARG00000075768/ENSDARG00000016173/ENSDARG00000008494/ENSDARG00000035692/ENSDARG00000041991/ENSDARG00000033655/ENSDARG00000090268/ENSDARG00000031954/ENSDARG00000019033/ENSDARG00000012915/ENSDARG00000058451/ENSDARG00000039350/ENSDARG00000069013/ENSDARG00000017775/ENSDARG00000016889/ENSDARG00000017439/ENSDARG00000068264/ENSDARG00000005251/ENSDARG00000005791/ENSDARG00000115266/ENSDARG00000007065/ENSDARG00000003444/ENSDARG00000044540/ENSDARG00000009285/ENSDARG00000007760/ENSDARG00000013307/ENSDARG00000042905/ENSDARG00000069471/ENSDARG00000043509/ENSDARG00000019572/ENSDARG00000039347/ENSDARG00000006691/ENSDARG00000019230/ENSDARG00000100060/ENSDARG00000007320/ENSDARG00000036116/ENSDARG00000057556/ENSDARG00000092798/ENSDARG00000032725/ENSDARG00000014867/ENSDARG00000102317/ENSDARG00000103824/ENSDARG00000099301/ENSDARG00000103118/ENSDARG00000056307/ENSDARG00000101057/ENSDARG00000007405/ENSDARG00000054818/ENSDARG00000037350/ENSDARG00000053365/ENSDARG00000006316/ENSDARG00000098671/ENSDARG00000035679/ENSDARG00000025147/ENSDARG00000019339/ENSDARG00000103007/ENSDARG00000013804/ENSDARG00000041226/ENSDARG00000004169/ENSDARG00000034897/ENSDARG00000040121/ENSDARG00000025554/ENSDARG00000020454/ENSDARG00000088091/ENSDARG00000018002/ENSDARG00000040439/ENSDARG00000071573/ENSDARG00000002168/ENSDARG00000021864/ENSDARG00000058734/ENSDARG00000053058/ENSDARG00000006413/ENSDARG00000102105/ENSDARG00000029533/ENSDARG00000013044/ENSDARG00000013966/ENSDARG00000054696/ENSDARG00000003846/ENSDARG00000103432/ENSDARG00000011125/ENSDARG00000103433/ENSDARG00000041811/ENSDARG00000077533/ENSDARG00000070674/ENSDARG00000099104/ENSDARG00000077291/ENSDARG00000021838/ENSDARG00000010160/ENSDARG00000076836/ENSDARG00000014915/ENSDARG00000044093/ENSDARG00000041435/ENSDARG00000004427/ENSDARG00000025326/ENSDARG00000025581/ENSDARG00000053457/ENSDARG00000059128/ENSDARG00000023298/ENSDARG00000104940/ENSDARG00000016855/ENSDARG00000015128/ENSDARG00000011405/ENSDARG00000045928/ENSDARG00000045487/ENSDARG00000052840/ENSDARG00000058454/ENSDARG00000100116/ENSDARG00000099667/ENSDARG00000057882/ENSDARG00000018334/ENSDARG00000052371/ENSDARG00000042851/ENSDARG00000015978/ENSDARG00000099420/ENSDARG00000027750/ENSDARG00000087456/ENSDARG00000045359/ENSDARG00000030602/ENSDARG00000088030/ENSDARG00000025850/ENSDARG00000014313/ENSDARG00000036298/ENSDARG00000078113/ENSDARG00000077717/ENSDARG00000038030/ENSDARG00000006290/ENSDARG00000027200/ENSDARG00000058105/ENSDARG00000009640/ENSDARG00000059816/ENSDARG00000038577/ENSDARG00000018146/ENSDARG00000092873/ENSDARG00000077850/ENSDARG00000017299/ENSDARG00000035860/ENSDARG00000019398/ENSDARG00000036329/ENSDARG00000011146/ENSDARG00000033175/ENSDARG00000029500/ENSDARG00000089663/ENSDARG00000077069/ENSDARG00000053217/ENSDARG00000053685/ENSDARG00000017728/ENSDARG00000115557/ENSDARG00000104537/ENSDARG00000029064/ENSDARG00000018283/ENSDARG00000045230/ENSDARG00000037867/ENSDARG00000068858/ENSDARG00000054574/ENSDARG00000100513/ENSDARG00000033789/ENSDARG00000044090/ENSDARG00000019417/ENSDARG00000015628/ENSDARG00000088390/ENSDARG00000035400/ENSDARG00000056108/ENSDARG00000071051"
"MANNO_MIDBRAIN_NEUROTYPES_HSERT","MANNO_MIDBRAIN_NEUROTYPES_HSERT","MANNO_MIDBRAIN_NEUROTYPES_HSERT",427,0.536185213608686,1.99709029294783,7.72404831881092e-09,3.98143794641428e-05,3.62965226366692e-05,5416,"tags=42%, list=24%, signal=32%","ENSDARG00000104442/ENSDARG00000043662/ENSDARG00000108787/ENSDARG00000100887/ENSDARG00000102067/ENSDARG00000043648/ENSDARG00000104005/ENSDARG00000105178/ENSDARG00000074644/ENSDARG00000027497/ENSDARG00000041791/ENSDARG00000079741/ENSDARG00000077229/ENSDARG00000061635/ENSDARG00000109726/ENSDARG00000077656/ENSDARG00000013360/ENSDARG00000100592/ENSDARG00000008398/ENSDARG00000006923/ENSDARG00000043466/ENSDARG00000045301/ENSDARG00000078187/ENSDARG00000027618/ENSDARG00000060085/ENSDARG00000091043/ENSDARG00000020845/ENSDARG00000042409/ENSDARG00000018896/ENSDARG00000053665/ENSDARG00000009961/ENSDARG00000070919/ENSDARG00000105099/ENSDARG00000061042/ENSDARG00000077349/ENSDARG00000059523/ENSDARG00000014854/ENSDARG00000102584/ENSDARG00000076724/ENSDARG00000063157/ENSDARG00000063264/ENSDARG00000101280/ENSDARG00000001154/ENSDARG00000043332/ENSDARG00000087258/ENSDARG00000089913/ENSDARG00000043241/ENSDARG00000060103/ENSDARG00000098226/ENSDARG00000070603/ENSDARG00000104254/ENSDARG00000015110/ENSDARG00000069101/ENSDARG00000101995/ENSDARG00000063732/ENSDARG00000101933/ENSDARG00000021735/ENSDARG00000062359/ENSDARG00000111810/ENSDARG00000069500/ENSDARG00000013005/ENSDARG00000088634/ENSDARG00000071375/ENSDARG00000076052/ENSDARG00000062744/ENSDARG00000044600/ENSDARG00000053205/ENSDARG00000061517/ENSDARG00000061363/ENSDARG00000074389/ENSDARG00000060532/ENSDARG00000078222/ENSDARG00000015025/ENSDARG00000089562/ENSDARG00000062346/ENSDARG00000019658/ENSDARG00000032199/ENSDARG00000043317/ENSDARG00000034165/ENSDARG00000063032/ENSDARG00000032714/ENSDARG00000089593/ENSDARG00000042677/ENSDARG00000062934/ENSDARG00000042107/ENSDARG00000079414/ENSDARG00000059090/ENSDARG00000086327/ENSDARG00000063583/ENSDARG00000021909/ENSDARG00000002571/ENSDARG00000074505/ENSDARG00000101348/ENSDARG00000062328/ENSDARG00000075685/ENSDARG00000052648/ENSDARG00000079059/ENSDARG00000044574/ENSDARG00000103848/ENSDARG00000098161/ENSDARG00000037122/ENSDARG00000073944/ENSDARG00000028628/ENSDARG00000103057/ENSDARG00000063054/ENSDARG00000056133/ENSDARG00000042608/ENSDARG00000060631/ENSDARG00000071904/ENSDARG00000013000/ENSDARG00000037030/ENSDARG00000090348/ENSDARG00000070453/ENSDARG00000087910/ENSDARG00000009262/ENSDARG00000077023/ENSDARG00000060610/ENSDARG00000007149/ENSDARG00000079908/ENSDARG00000059473/ENSDARG00000095022/ENSDARG00000071230/ENSDARG00000045064/ENSDARG00000062347/ENSDARG00000069427/ENSDARG00000062821/ENSDARG00000102204/ENSDARG00000060915/ENSDARG00000029114/ENSDARG00000006747/ENSDARG00000013669/ENSDARG00000060434/ENSDARG00000058649/ENSDARG00000062449/ENSDARG00000026028/ENSDARG00000086162/ENSDARG00000103800/ENSDARG00000051852/ENSDARG00000043313/ENSDARG00000036446/ENSDARG00000098652/ENSDARG00000061454/ENSDARG00000056833/ENSDARG00000034300/ENSDARG00000063433/ENSDARG00000078302/ENSDARG00000039497/ENSDARG00000020231/ENSDARG00000010816/ENSDARG00000105296/ENSDARG00000056181/ENSDARG00000105529/ENSDARG00000075858/ENSDARG00000068421/ENSDARG00000090292/ENSDARG00000094526/ENSDARG00000078399/ENSDARG00000099260/ENSDARG00000021607/ENSDARG00000078762/ENSDARG00000061099/ENSDARG00000001220/ENSDARG00000075806/ENSDARG00000052242/ENSDARG00000059883/ENSDARG00000014488/ENSDARG00000105083/ENSDARG00000103391/ENSDARG00000014891/ENSDARG00000087688/ENSDARG00000087319/ENSDARG00000103906/ENSDARG00000088828/ENSDARG00000019969/ENSDARG00000056001/ENSDARG00000039435/ENSDARG00000069160/ENSDARG00000114797"
"MANNO_MIDBRAIN_NEUROTYPES_HNBML5","MANNO_MIDBRAIN_NEUROTYPES_HNBML5","MANNO_MIDBRAIN_NEUROTYPES_HNBML5",421,0.530992435563357,1.97694403399089,7.23091643265934e-09,3.98143794641428e-05,3.62965226366692e-05,5229,"tags=41%, list=23%, signal=32%","ENSDARG00000104442/ENSDARG00000059858/ENSDARG00000038655/ENSDARG00000108787/ENSDARG00000063730/ENSDARG00000100887/ENSDARG00000058771/ENSDARG00000001881/ENSDARG00000060865/ENSDARG00000105178/ENSDARG00000045983/ENSDARG00000113607/ENSDARG00000027497/ENSDARG00000079741/ENSDARG00000077656/ENSDARG00000060372/ENSDARG00000044688/ENSDARG00000005783/ENSDARG00000100592/ENSDARG00000045301/ENSDARG00000022007/ENSDARG00000078187/ENSDARG00000027618/ENSDARG00000037383/ENSDARG00000009733/ENSDARG00000075271/ENSDARG00000104793/ENSDARG00000074376/ENSDARG00000018896/ENSDARG00000053665/ENSDARG00000029482/ENSDARG00000109502/ENSDARG00000059523/ENSDARG00000061992/ENSDARG00000061736/ENSDARG00000105490/ENSDARG00000061031/ENSDARG00000063264/ENSDARG00000079805/ENSDARG00000002231/ENSDARG00000071823/ENSDARG00000063007/ENSDARG00000103752/ENSDARG00000089913/ENSDARG00000009402/ENSDARG00000079161/ENSDARG00000079276/ENSDARG00000098856/ENSDARG00000061829/ENSDARG00000060103/ENSDARG00000104282/ENSDARG00000098226/ENSDARG00000063732/ENSDARG00000070498/ENSDARG00000062359/ENSDARG00000111810/ENSDARG00000104014/ENSDARG00000093411/ENSDARG00000069500/ENSDARG00000013005/ENSDARG00000052604/ENSDARG00000027192/ENSDARG00000071375/ENSDARG00000076052/ENSDARG00000062744/ENSDARG00000044600/ENSDARG00000062693/ENSDARG00000074389/ENSDARG00000007172/ENSDARG00000078222/ENSDARG00000073857/ENSDARG00000015025/ENSDARG00000019658/ENSDARG00000004243/ENSDARG00000034165/ENSDARG00000074781/ENSDARG00000062325/ENSDARG00000063032/ENSDARG00000055825/ENSDARG00000043661/ENSDARG00000032714/ENSDARG00000003403/ENSDARG00000059699/ENSDARG00000058969/ENSDARG00000068989/ENSDARG00000043658/ENSDARG00000020178/ENSDARG00000052142/ENSDARG00000062934/ENSDARG00000063001/ENSDARG00000079840/ENSDARG00000042107/ENSDARG00000086327/ENSDARG00000059773/ENSDARG00000021909/ENSDARG00000002571/ENSDARG00000074564/ENSDARG00000039373/ENSDARG00000037154/ENSDARG00000009020/ENSDARG00000052648/ENSDARG00000068370/ENSDARG00000005775/ENSDARG00000079496/ENSDARG00000095819/ENSDARG00000037122/ENSDARG00000073944/ENSDARG00000103057/ENSDARG00000099283/ENSDARG00000076030/ENSDARG00000013000/ENSDARG00000021938/ENSDARG00000037030/ENSDARG00000087910/ENSDARG00000060610/ENSDARG00000007149/ENSDARG00000002916/ENSDARG00000063224/ENSDARG00000074521/ENSDARG00000061551/ENSDARG00000003680/ENSDARG00000062347/ENSDARG00000069427/ENSDARG00000062933/ENSDARG00000075542/ENSDARG00000014420/ENSDARG00000020328/ENSDARG00000029114/ENSDARG00000013491/ENSDARG00000060434/ENSDARG00000007996/ENSDARG00000062449/ENSDARG00000091619/ENSDARG00000026028/ENSDARG00000086162/ENSDARG00000051852/ENSDARG00000043313/ENSDARG00000036446/ENSDARG00000098652/ENSDARG00000011845/ENSDARG00000074866/ENSDARG00000061454/ENSDARG00000019328/ENSDARG00000017673/ENSDARG00000039497/ENSDARG00000020231/ENSDARG00000011188/ENSDARG00000056181/ENSDARG00000057468/ENSDARG00000075858/ENSDARG00000058868/ENSDARG00000063538/ENSDARG00000008209/ENSDARG00000046107/ENSDARG00000007982/ENSDARG00000055595/ENSDARG00000094526/ENSDARG00000099260/ENSDARG00000078762/ENSDARG00000061099/ENSDARG00000059945/ENSDARG00000009567/ENSDARG00000075806/ENSDARG00000052242/ENSDARG00000061131/ENSDARG00000053547/ENSDARG00000070080/ENSDARG00000014652/ENSDARG00000102061/ENSDARG00000014891/ENSDARG00000068114"
"GOCC_RIBOSOMAL_SUBUNIT","GOCC_RIBOSOMAL_SUBUNIT","GOCC_RIBOSOMAL_SUBUNIT",162,-0.685273907926809,-2.53081478226563,9.4620264705933e-09,4.06441347044335e-05,3.70529636579146e-05,5672,"tags=85%, list=25%, signal=64%","ENSDARG00000104031/ENSDARG00000038456/ENSDARG00000003599/ENSDARG00000051783/ENSDARG00000062568/ENSDARG00000007285/ENSDARG00000019181/ENSDARG00000016260/ENSDARG00000011885/ENSDARG00000109289/ENSDARG00000057805/ENSDARG00000063249/ENSDARG00000070607/ENSDARG00000025073/ENSDARG00000101622/ENSDARG00000035692/ENSDARG00000058451/ENSDARG00000038768/ENSDARG00000005791/ENSDARG00000007065/ENSDARG00000058824/ENSDARG00000009285/ENSDARG00000098972/ENSDARG00000086374/ENSDARG00000013307/ENSDARG00000104111/ENSDARG00000043554/ENSDARG00000021324/ENSDARG00000019778/ENSDARG00000042905/ENSDARG00000089836/ENSDARG00000043509/ENSDARG00000075743/ENSDARG00000039347/ENSDARG00000016307/ENSDARG00000103318/ENSDARG00000006691/ENSDARG00000019230/ENSDARG00000078500/ENSDARG00000007320/ENSDARG00000030408/ENSDARG00000057556/ENSDARG00000101306/ENSDARG00000019222/ENSDARG00000032725/ENSDARG00000014867/ENSDARG00000102317/ENSDARG00000054818/ENSDARG00000037350/ENSDARG00000053365/ENSDARG00000006316/ENSDARG00000056367/ENSDARG00000103007/ENSDARG00000045696/ENSDARG00000036629/ENSDARG00000020197/ENSDARG00000041570/ENSDARG00000034897/ENSDARG00000057910/ENSDARG00000055996/ENSDARG00000079305/ENSDARG00000062209/ENSDARG00000054164/ENSDARG00000021864/ENSDARG00000075677/ENSDARG00000053058/ENSDARG00000006413/ENSDARG00000029533/ENSDARG00000103198/ENSDARG00000041232/ENSDARG00000003846/ENSDARG00000103433/ENSDARG00000041811/ENSDARG00000013023/ENSDARG00000099104/ENSDARG00000042566/ENSDARG00000077291/ENSDARG00000021838/ENSDARG00000010160/ENSDARG00000042864/ENSDARG00000039543/ENSDARG00000044093/ENSDARG00000041435/ENSDARG00000025581/ENSDARG00000053457/ENSDARG00000035167/ENSDARG00000023298/ENSDARG00000060489/ENSDARG00000011201/ENSDARG00000075129/ENSDARG00000015128/ENSDARG00000011405/ENSDARG00000045487/ENSDARG00000094277/ENSDARG00000100116/ENSDARG00000024465/ENSDARG00000018334/ENSDARG00000046157/ENSDARG00000100392/ENSDARG00000075325/ENSDARG00000068305/ENSDARG00000036875/ENSDARG00000039667/ENSDARG00000070437/ENSDARG00000013075/ENSDARG00000030602/ENSDARG00000088030/ENSDARG00000020015/ENSDARG00000032985/ENSDARG00000025850/ENSDARG00000036298/ENSDARG00000077717/ENSDARG00000054606/ENSDARG00000058105/ENSDARG00000068886/ENSDARG00000079391/ENSDARG00000018073/ENSDARG00000034291/ENSDARG00000090568/ENSDARG00000070849/ENSDARG00000060199/ENSDARG00000035860/ENSDARG00000079124/ENSDARG00000029500/ENSDARG00000100588/ENSDARG00000070589/ENSDARG00000115271/ENSDARG00000008920/ENSDARG00000039719/ENSDARG00000071468/ENSDARG00000056903/ENSDARG00000069624/ENSDARG00000100513/ENSDARG00000090462/ENSDARG00000069850/ENSDARG00000041538/ENSDARG00000035871"
